link,text,date,No_of_Likes,No_of_tweets
https://twitter.com/pmcm06/status/1753029602791068019#m,More lies…..shock 🤷‍♂️ #ConservativeParty,"Feb 1, 2024 · 12:16 PM UTC",0,0
https://twitter.com/pmcm06/status/1753012532296491486#m,Not quite as catchy as “Stop The Boats” or  “Get Brexit Done” #ConservativeParty,"Feb 1, 2024 · 11:08 AM UTC",1,1
https://twitter.com/dochawking/status/1752999621184418065#m,"It DOES appear to be #ConservativeParty policy to create chaos in economy,ALL public services(esp. #NHS )& concentrate on areas impossible for next govt. to reverse(=asset stripping). 1.9%""uplift""for GMS?➡️NO general practice-even APMS. HAS to be policy: @Jeremy_Hunt ain't stupid","Feb 1, 2024 · 10:17 AM UTC",2,0
https://twitter.com/SueW251161/status/1753007870528967083#m,"With the #Chancellor now playing down prospects of #taxcut giveaways, how long before the #rightwing backbenchers in the #ConservativeParty start baying for the #Chancellor to be sacked.   #JeremyHunt plays down prospect of UK tax cuts  https://www.ft.com/content/aa17eb1c-9414-4e00-bf22-8fcca1256fcb via @ft","Feb 1, 2024 · 10:50 AM UTC",0,0
https://twitter.com/PacemDavid/status/1752999923400749443#m,Inthe last 14yrsevery aspect of r health&wellbeing has been put injeopardy&now we all fear illhealth:overwhelmed pharmacies/queues;GP appmnts; #NHSCrisis wtnglsts/A&Ecatastrophic #Dentist #ConservativeParty have wrecked oursocial provision fclty & our hope of adequate health care,"Feb 1, 2024 · 10:18 AM UTC",1,0
https://twitter.com/MCY1X/status/1752975546697355737#m,#RishiSunak #ConservativeParty #Tories #Tory,"Feb 1, 2024 · 8:41 AM UTC",0,0
https://twitter.com/MCY1X/status/1752970800297021603#m,#ConservativeParty #Tories #Tory #UK,"Feb 1, 2024 · 8:23 AM UTC",0,0
https://twitter.com/MCY1X/status/1752970605584847307#m,#ConservativeParty #Tories #Tory #UK,"Feb 1, 2024 · 8:22 AM UTC",0,0
https://twitter.com/CockneyPollster/status/1752373296618680491#m,The #Labourparty are saying that they fear #PennyMourdant the most - should she be unlucky enough to become the next leader of the #Conservativeparty? Is that because Penny Mourdant is...,"Jan 30, 2024 · 4:48 PM UTC",27,24
https://twitter.com/kazingashim/status/1752902730509881581#m,"Lets check in on Canada. Trudeau: ""We have remembered that the economy is not numbers. The economy is people."" #Redbill #ConservativeParty #LiberalismIsAMentalDisease #WokeMindVirus #Socialism #Canada #MAGA #Trump #Wakeup #SecureTheBorder","Feb 1, 2024 · 3:52 AM UTC",3,1
https://twitter.com/greyman780/status/1752893402851524795#m,@ABDanielleSmith @PierrePoilievre  let’s go @CPC_HQ !!!!! Make this country make sense again. #wethepeople #ConservativeParty,"Feb 1, 2024 · 3:15 AM UTC",0,0
https://twitter.com/Yabko1959/status/1752873122624393366#m,#daniellesmith #RESIGNSmith #UCP #childrenmatter #ConservativeParty #conservatives #Alberta #LGBTQ,"Feb 1, 2024 · 1:54 AM UTC",1,0
https://twitter.com/Pordy30/status/1752868181520072836#m,#ConservativeParty @LivEchonews  In light of the resent ambulances shows on TV is this a lack of control the conservatives have on the NHS. And tax cuts will not help,"Feb 1, 2024 · 1:35 AM UTC",0,0
https://twitter.com/Yabko1959/status/1752855183976173583#m,#RESIGNSmith #DanielleSmithIsUnfitToLead #daniellesmith #alberta #UCP #YYC #YEG #ConservativeParty #conservatives #childrenmatter #schools #ATA @albertateachers,"Feb 1, 2024 · 12:43 AM UTC",1,1
https://twitter.com/EpochTimesCan/status/1752829488155468090#m,Record-Breaking 2023 #Fundraising Total Announced by the #ConservativeParty #PierrePoilievre https://www.theepochtimes.com/world/record-breaking-2023-fundraising-total-announced-by-the-conservative-party-5577905?utm_medium=social&utm_source=twitter_ca,"Jan 31, 2024 · 11:01 PM UTC",0,0
https://twitter.com/spannergeek/status/1752821853398208559#m,At what age will you stop telling #RishiSunak and the #ConservativeParty to fuck off?,"Jan 31, 2024 · 10:31 PM UTC",0,0
https://twitter.com/AToryJournal/status/1752807658778681833#m,"If the 2-child benefit cap was scrapped, people would be having more children for the sole purpose of exploiting the benefit system, instead of working, and stealing from those who have earned their right to money!   #ConservativeParty #Conservatives #Conservative #ConservativePolitics #Labour #LabourParty #jeremycorbyn #corbyn #RishiSunak #Sunak","Jan 31, 2024 · 9:34 PM UTC",0,0
https://twitter.com/johnboycornwall/status/1752782731631525953#m,"It’s bloody disgraceful, they have been one another #conservativeparty","Jan 31, 2024 · 7:55 PM UTC",1,1
https://twitter.com/Richard_4_2_0/status/1752769923435094270#m,"#Brexit  ""Businesses knew they would be cannon fodder"" says MP regarding Brexit  Rosie Holt  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/Mcrqrtt4LIE?si=wXagCwRuRKkC7eJX","Jan 31, 2024 · 7:04 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752767970110038114#m,#Israel  Conservative Friends of Israel: Britain's Most Dangerous Lobby Group?  Declassified UK  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/rjuH6_kf3Eo?si=ZmKNE0y8AdMmANJz,"Jan 31, 2024 · 6:57 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752765250548514990#m,Did The IMF Throw The Tories Under A Bus?  Maximilien Robespierre  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/G4SKn1Nl2Eg?si=lh2zoq59EDH0bK5F,"Jan 31, 2024 · 6:46 PM UTC",1,0
https://twitter.com/Richard_4_2_0/status/1752764703938363813#m,@RishiSunak #bbcqt  A Tory MP gets laughed at on Question Time. Backing Sunak brings ridicule.  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/kohwJdNCtuU?si=fQVGZxRRdKXLS1mD,"Jan 31, 2024 · 6:44 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752760913399009737#m,#Brexit  I voted for BREXIT. I REGRET it.  Just Jake  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/vsN-pETKoiQ?si=CbVLrmEFA3ZNl7Vo,"Jan 31, 2024 · 6:29 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752757271317147752#m,#Brexit Checks: Greatest Lie Ever?  Political X  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/A5qlK8wPN0k?si=5oYUrQgWMDtKjzwu,"Jan 31, 2024 · 6:14 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752734654019301701#m,#Brexit  Brexiter Leadsom says trade damage was inevitable!  Femi   #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/5dK7xvbTMhI?si=_9VyLk9tobfdlhHu,"Jan 31, 2024 · 4:44 PM UTC",0,0
https://twitter.com/Charts4bitcoin/status/1752727060550754616#m,"What are the odds of #DonaldTrump  sticking with the statement #RushiSunak just made right up to the end of November Presidential Elections? Trump will do anything and everything to win. Bye, bye, #ConservativeParty 😇","Jan 31, 2024 · 4:14 PM UTC",0,1
https://twitter.com/GBNnew/status/1752724236257444031#m,@RishiSunak today laughed at the public struggling with the cost of living! His answer is save money by taking an interest only mortgage plan! How does that help with overall debt!   Share this far and wide!  #GeneralElectionNow #KeirStarmer #conservativeparty #LabourParty,"Jan 31, 2024 · 4:03 PM UTC",0,1
https://twitter.com/Richard_4_2_0/status/1752720134593007848#m,#Brexit  Brexit Anniversary Lies Debunked  A Different Bias  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/h-e35beMy1Q?si=kPU8wBvuU47EikxE,"Jan 31, 2024 · 3:46 PM UTC",0,0
https://twitter.com/SueW251161/status/1752720033166348666#m,Because the #Tankies aid and abet the #ConservativeParty. Just like they did back at the 2019 General Election.,"Jan 31, 2024 · 3:46 PM UTC",0,0
https://twitter.com/MCY1X/status/1752704665547067808#m,More #Tory lies! #CantTrustaTory #VoteConservative? #ConservativeParty,"Jan 31, 2024 · 2:45 PM UTC",0,0
https://twitter.com/pmcm06/status/1752700230632681741#m,Oh f*ck off #MichaelGove You’re complicit in yet another scheme to siphon public money into the pockets of donors & friends of the  #ConservativeParty It’s scandalous and should be criminal.,"Jan 31, 2024 · 2:27 PM UTC",2,1
https://twitter.com/HasanHussain777/status/1752668575209337160#m,Rishi Sunak’s reaction to Phil’s situation…#PMQs #Sunakered #ConservativeParty #LabourParty #CostOfLivingCrisis #Rwanda #RwandaBill #RwandaPlan #Brexit #BrexitDisaster #ToryBrokenBritain #ToryCorruption #ToriesCorruptToTheCore #ToriesBrokeBritain #GeneralElectionN0W,"Jan 31, 2024 · 12:22 PM UTC",3,0
https://twitter.com/lestampa3/status/1752668635024253262#m,This #MAGA is a must watch! #ConservativeParty #GOP #trump You all are the 50% in this video. Quite a feat!,"Jan 31, 2024 · 12:22 PM UTC",1,0
https://twitter.com/Altered___State/status/1752654312843440290#m,"Literally, rivers of sh!t. Hear who is to blame & how to sort out the disgrace that is the state of Britain's rivers at our Feb 6 talk Wye oh Why #rivers #britainsrivers #wyeohwhy #sewagwe #pollution #watercompanies #ukgoivernment #conservativeparty #alteredstate","Jan 31, 2024 · 11:25 AM UTC",3,0
https://twitter.com/delsbells/status/1752650805155414121#m,"#Brexit should have been negotiated by the #BrexitParty, now #ReformUK, & if that had happened, the #Tories wouldn’t have lost the #RedWall vote, or the #Brexiteers  It hasn’t helped that the #ConservativeParty has clinically removed most Brexiteers from #Cabinet #HouseOfCommons","Jan 31, 2024 · 11:11 AM UTC",0,0
https://twitter.com/pelepele1/status/1752623218719117624#m,The #LabourParty is a branch of the #ConservativeParty,"Jan 31, 2024 · 9:21 AM UTC",1,0
https://twitter.com/Richard_4_2_0/status/1752613584545202664#m,"#Brexit  Brexit border rules could cut shelf life of fresh food from EU by a fifth, say experts  REGANELITE  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/9LY4fzO7-Bo?si=zVUL6KKUEGbAJKMo","Jan 31, 2024 · 8:43 AM UTC",1,0
https://twitter.com/PACrosthwaite/status/1752262393982288192#m,"@JeremyVineOn5  is NOT a journalist, he is merely a pathetic groupie sycophant of the #ConservativeParty  and its  fascist ideology. He should be sacked NOT rewarded with an obscene salary. Nothing but an abhorrent tory shill.","Jan 30, 2024 · 9:28 AM UTC",4,0
https://twitter.com/LynneHaywood/status/1752237630907949456#m,The people of Britain are at war with their government and opposition Only law breaking #CareerPoliticians now have a place in #ConservativeParty & #LabourParty of #BrokenBritain #CeasefireNOW #ICJRuling #r4today #wato #ICJ STOP THE #GENOCIDE,"Jan 30, 2024 · 7:49 AM UTC",2,1
https://twitter.com/claudemmx2/status/1752446291534106712#m,#ConservativeParty followed by #Labour,"Jan 30, 2024 · 9:38 PM UTC",0,0
https://twitter.com/richardcornish7/status/1752442987223679111#m,#lying #incompetant #fraudster #PPE #sewage #CostOfLivingCrisis #NHSCrisis #CareCrisis #Strikes #failingInfrastructure #ArmytoSmall #BrexitDisaster Goodbye #ConservativeParty,"Jan 30, 2024 · 9:25 PM UTC",0,0
https://twitter.com/IsmailYSyed/status/1752438609922207928#m,#Labour’s @DavidLammy is lying through his teeth. #LabourParty shelved plans to unilaterally recognize Palestine as a state for the Palestinians and no only backtracking after being outmanoeuvred by #ConservativeParty’s @David_Cameron. Labour leaders are #LabourFriendsOfGenocide.,"Jan 30, 2024 · 9:08 PM UTC",0,0
https://twitter.com/RobertHM75/status/1752435456501768405#m,"Yet @JustinWelby showed what the Tory Party at Prayer is all about. Spout off a few homilies to make the rich sleep easier, promise the poor they'll have it better in the next life and then do just as #ConservativeParty instructs. @MethodistGB @UnitedReformed @UKUnitarians","Jan 30, 2024 · 8:55 PM UTC",2,0
https://twitter.com/lisbon9707/status/1752436292980207846#m,@RishiSunak @ClaireCoutinho along with a huge dose of ineptness this sums up your governance nationally and locally #tandridge #ConservativeParty #PoliticsLive,"Jan 30, 2024 · 8:59 PM UTC",2,0
https://twitter.com/CPaige_Noah/status/1752429613010014439#m,Turbulent times for Sunak's Tories as they navigate political headwinds https://noah-news.com/gb/en/politics/2024/01/30/turbulent-times-for-sunaks-tories-as-they-navigate-political-headwinds #UKPolitics #RishiSunak #ConservativeParty,"Jan 30, 2024 · 8:32 PM UTC",0,0
https://twitter.com/RobertHM75/status/1752427323381502186#m,Fucking hilarious!!  @helenharrisonuk #ConservativeParty candidate in #Wellingborough has been officially backed by #Tory Councillor  @CllrMattBinley a former @NorthantsPolice #Police officer who went to prison for covering up his drink driving offence! https://www.thesun.co.uk/news/25581998/fury-over-helen-harrison-nominators/,"Jan 30, 2024 · 8:23 PM UTC",1,0
https://twitter.com/Toronto_nian/status/1752416934476369948#m,"#OntarioNews #ONtalk - Following the many other secret BacKroom/Under-The-Taple/Burner-Phone deals by #ConservativeParty premier @FordNation, #DougFord continues use taxpayers' money in secret deals including the just announced ""Service Ontario"" deal w/his donors #ONpoli #TOpoli","Jan 30, 2024 · 7:42 PM UTC",0,0
https://twitter.com/DPaisley_Noah/status/1752414286125678651#m,Rishi Sunak grilled on ITV as Kemi Badenoch navigates party politics https://noah-news.com/gb/en/politics/2024/01/30/rishi-sunak-grilled-on-itv-as-kemi-badenoch-navigates-party-politics #ConservativeParty #RishiSunak #KemiBadenoch,"Jan 30, 2024 · 7:31 PM UTC",0,0
https://twitter.com/Toronto_nian/status/1752410133005762768#m,"#OntarioNews #ONtalk @FordNation - Latest on #ConservativeParty's #DougFord's made crisis and privatization of Ontario government's provided public services for his party's and, perhaps, own financial benefit from his donors using taxpayers' money! #TorontoTalk #ONpoli #TOpoli","Jan 30, 2024 · 7:15 PM UTC",1,0
https://twitter.com/abou__riad/status/1752409112606859297#m,Evryone have to not vote to #LabourParty and #ConservativeParty next #election For #Genocide_of_Palestinians or for #CEASEFIRE_NOW #Ceasefire_In_Gaza .,"Jan 30, 2024 · 7:11 PM UTC",0,0
https://twitter.com/pw1evans/status/1752399034654883882#m,"Yes, though, it will probably take a bit of time in opposition for him to return as the #ConservativeParty leader. The #LabourParty is odds-on to win the next #GeneralElection. Only time out of government will make the tories realise their mistake in getting rid of #BorisJohnson.","Jan 30, 2024 · 6:31 PM UTC",0,0
https://twitter.com/ukfree2016/status/1752388098183279084#m,"https://news.sky.com/story/israeli-intelligence-report-claims-four-unrwa-staff-in-gaza-involved-in-hamas-kidnappings-13059967….if any part of this organisation is guilty of wrongdoing, there must be no more donations. Only Hamas is to blame. British money must not fund terrorism. #conservativeparty #IsraelFightsTerror","Jan 30, 2024 · 5:47 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752376110594060516#m,#ClimateEMERGENCY  China's MASSIVE Desert Project Is About To Change The World   Undecided with Matt Ferrell  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/MX_PeNzz-Lw?si=ZHEHAZByHjmP8tex,"Jan 30, 2024 · 4:59 PM UTC",0,0
https://twitter.com/cjknowles1972/status/1752373743140090261#m,The #Tories are this bad with regard to immigration!  I wouldn't trust them to run a bath. The Tory Party is such an embarrassment that it should permanently disband itself. #ConservativeParty #MassImmigration #Immigration #RishiSunak https://www.theguardian.com/world/2024/jan/27/revealed-uk-granted-asylum-to-rwandan-refugees-while-arguing-country-was-safe,"Jan 30, 2024 · 4:50 PM UTC",0,0
https://twitter.com/TheIrateEmu/status/1752371943552987651#m,@RishiSunak Where is the £265 billion you stole from the public purse? Where is the money? What was it spent on?  #UKCorruption #UKFinanceFraud #TaxFraud #SunakFraud #ConservativeParty #Tory #Tories #HMRC,"Jan 30, 2024 · 4:43 PM UTC",1,0
https://twitter.com/PACrosthwaite/status/1752360345807565153#m,"@fiona_bruce and @bbcLaurak are NOT  journalists, they are merely pathetic groupie sycophants of the #ConservativeParty  and its  fascist ideology. They should be sacked NOT rewarded with an obscene salary. It is your and my licence fees that pay for these abhorrent women.","Jan 30, 2024 · 3:57 PM UTC",2,0
https://twitter.com/Richard_4_2_0/status/1752349026127601720#m,#Brexit @Jacob_Rees_Mogg  James O'Brien looks back on his iconic Jacob Rees-Mogg interview on Brexit I LBC   #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/5S5bLq6j4fY?si=YJlQXo6vN9wN14wN,"Jan 30, 2024 · 3:12 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752346343123698004#m,#Brexit  James O'Brien highlights the 'political imbecility' of Brexit amid new food import checks I LBC  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/f3smh11edKg?si=igyiTZpMxz86beui,"Jan 30, 2024 · 3:01 PM UTC",1,0
https://twitter.com/h_m_williams/status/1752327270985830883#m,"Is the #ukhomeoffice now just a branch of the #ConservativeParty , or is it #Reform ?","Jan 30, 2024 · 1:45 PM UTC",1,0
https://twitter.com/lestampa3/status/1752299583416275198#m,#BorderFarce #BorderInvasion #GOP #ConservativeParty,"Jan 30, 2024 · 11:55 AM UTC",3,0
https://twitter.com/PacemDavid/status/1752295522596016554#m,Media ownership & the millionaires who pay huge sums into party political funds hold more sway in the UK. #ConservativeParty,"Jan 30, 2024 · 11:39 AM UTC",0,0
https://twitter.com/ACaptain_Noah/status/1752274708685353411#m,Housing Minister Lee Rowley dismisses 'Evil Plotters' claims amidst Conservative leadership rumblings https://noah-news.com/gb/en/politics/2024/01/30/housing-minister-lee-rowley-dismisses-evil-plotters-claims-amidst-conservative-leadership-rumblings #LeeRowley #ConservativeParty #UKPolitics,"Jan 30, 2024 · 10:17 AM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752260061475275048#m,#NHS  Mental health patients 'raped and sexually assaulted' in NHS care as 'national scandal' revealed  REGANELITE @reganelite1 #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/9a6lBOgELnE?si=tl_omxNDgRna32N8,"Jan 30, 2024 · 9:18 AM UTC",2,0
https://twitter.com/GbadeboUK/status/1752256368671625230#m,The #ConservativeParty #Tory need to rethink their latest election campaign slogan #BackToSquareOne because #SquareOne wasn't that bad. This might be used against them.  #GeneralElection @Conservatives @BracknellTory @JamesSunderl @CCHQPress @RishiSunak https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/bulletins/personalwellbeingintheukquarterly/april2011toseptember2021,"Jan 30, 2024 · 9:04 AM UTC",0,0
https://twitter.com/ACaptain_Noah/status/1752244261934756128#m,Labour leads Tories with Starmer favoured as PM in new Ipsos poll https://noah-news.com/gb/en/politics/2024/01/30/labour-leads-tories-with-starmer-favoured-as-pm-in-new-ipsos-poll #UKpolitics #LabourParty #ConservativeParty,"Jan 30, 2024 · 8:16 AM UTC",0,0
https://twitter.com/richardcornish7/status/1752235349923762407#m,It does not change the fact that the system for regeneration was gamed using public money for personal profit. Morally bankrupt #ConservativeParty #GRIFT #Corruption,"Jan 30, 2024 · 7:40 AM UTC",2,0
https://twitter.com/SandyMDonald/status/1752198849995981280#m,#ConservativeParty: a contradiction in terms,"Jan 30, 2024 · 5:15 AM UTC",0,0
https://twitter.com/TheIrateEmu/status/1752163371086946748#m,And the choice is either the Conservative Party or that bunch of tosspots over there.  Some things never change.  #Starmer #Thatcher #SpittingImage #ConservativeParty #LabourParty #GeneralElection https://www.youtube.com/watch?v=mQeWcAfpiJE,"Jan 30, 2024 · 2:54 AM UTC",1,0
https://twitter.com/SimonCambridge/status/1752104700776734895#m,"The #Tories are no Nazis 🙄 If #Rwanda is good enough for the Ars 💩 😒 it's good enough for the #ILLEGALimmigrants crossing the channel, regardless of #ECHR 🤔  @Keir_Starmer #ConservativeParty @RishiSunak @GBNEWS","Jan 29, 2024 · 11:01 PM UTC",0,0
https://twitter.com/NoahBreaking/status/1752096767888196047#m,Badenoch denies plotting against Prime Minister amid Tory unrest https://noah-news.com/gb/en/politics/2024/01/29/badenoch-denies-plotting-against-prime-minister-amid-tory-unrest #KemiBadenoch #ConservativeParty #UKpolitics,"Jan 29, 2024 · 10:29 PM UTC",0,0
https://twitter.com/richardcornish7/status/1752080458823709112#m,"Another great example of why the #ConservativeParty is a bunch of unelectable #grifters. Gaming a system for financial benefit, using public money meant for regeneration is morally bankrupt!","Jan 29, 2024 · 9:25 PM UTC",2,0
https://twitter.com/Toronto_nian/status/1752071443305656680#m,"#OntarioNews #ONtalk #DougFordCrisis - Latest on #ConservativeParty Premier @FordNation's Greenbelt scandal saga of his secret dealings w/developers at private parties, remote country roads, via burner phones (who knows what else) Keeps-On-Giving information to Ontarians! #ONpoli","Jan 29, 2024 · 8:49 PM UTC",0,0
https://twitter.com/MCY1X/status/1752070431001964762#m,How does #Norfolk and #Suffolk vote? First pic is Norfolk Second is Suffolk  Clearly the people of these #counties don’t want #NHS Dentists! #Tories vs NHS #ConservativeParty,"Jan 29, 2024 · 8:45 PM UTC",0,1
https://twitter.com/RobertHM75/status/1752050239588987195#m,"Surely @KemiBadenoch is, in @JamesCleverly's terms, #batshit?! How's this for your fears of the #Tory psychodrama, eh @ToryReformGroup? And you only thought it was @SimonClarkeMP being a naughty boy?! 😂😂 #EvilPlotters #Conservatives #ConservativeParty https://www.theguardian.com/politics/2024/jan/29/kemi-badenoch-member-evil-plotters-tory-whatsapp-group?CMP=Share_AndroidApp_Other","Jan 29, 2024 · 7:25 PM UTC",1,0
https://twitter.com/Richard_4_2_0/status/1752040999503675900#m,"Sovereign FISH, MEAT and FLOWERS is a benefit of #brexit ?   All Shorts @wallybois #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/dvD4v8nQtt8?si=hD7FzBkluANcw1K9","Jan 29, 2024 · 6:48 PM UTC",1,0
https://twitter.com/manclesley/status/1752040680979837300#m,Deport no ifs no buts #conservativeparty #allmps,"Jan 29, 2024 · 6:47 PM UTC",1,0
https://twitter.com/Richard_4_2_0/status/1752028391463674051#m,#Gaza #Israel  UK exclusive: Hamas issues statement about events of 7th October raid   KernowDamo   #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/le9V97VPQo8?si=ytsRePasMK4aO5xo,"Jan 29, 2024 · 5:58 PM UTC",0,0
https://twitter.com/MCY1X/status/1752026414012846158#m,#Brighton prev #Green now #Labour #Crawley #Lab #Adur #ConservativeParty #Worthing prev #Tory now Lab  #Eastbourne #LibDems #Hastings prev Lab now Grn/Ind #Lewes prev LD now Green #Wealden prev #Con now LD/Grn #Arun prev #Tories now left/centre mix #Rother prev Con now alliance,"Jan 29, 2024 · 5:50 PM UTC",1,0
https://twitter.com/Toronto_nian/status/1752021376351822235#m,"#OntarioNews #HealthcareCrisis #DougFordCrisis Latest on #ConservativeParty premier @FordNation's made public hospital Healthcare crisis in promoting private hospitals for Ontarians at a price! According to Ford: ""hey if you can't afford pay for services, buy private insurance""🤔","Jan 29, 2024 · 5:30 PM UTC",0,0
https://twitter.com/Toronto_nian/status/1752018566184894756#m,"#OntarioNews #DougFordCrisis Following dismantling/privatization of public Healthcare to private Hospitals, #ConservativeParty premier @FordNation continues dismantling of public services w/6 ServiceOntario outlets closing & taken over by #Staples https://globalnews.ca/news/10256877/service-ontario-staples-locations-minister/ #ONpoli","Jan 29, 2024 · 5:19 PM UTC",0,0
https://twitter.com/MCY1X/status/1752017297810579529#m,#Tory corruption  #ConservativeParty #Tories #UK,"Jan 29, 2024 · 5:14 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1752016469343211814#m,David Frost Causing His Next Tory Party Row  A Different Bias  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/6MB_U0U0bYc?si=ioivQ4ALSAHAVqcr,"Jan 29, 2024 · 5:10 PM UTC",0,0
https://twitter.com/AltAltLeft/status/1752004258214330427#m,When the federal government is this insistent?  It is because a massive DC crony constituency is this insistent.  https://bit.ly/No-Constituency #freedom #liberal #conservativeandproud #democrat #conservativeparty #prolife #a #conservativenews #trumpmemes #conservativepolitics #brexit #liberalismisamentaldisorder #joebiden #walkaway #deplorables #socialismsucks #presidenttrump,"Jan 29, 2024 · 4:22 PM UTC",0,0
https://twitter.com/SueW251161/status/1752000451598320050#m,Remember this when you go to vote at the #GeneralElection and make sure you vote to give the #ConservativeParty the kicking of their lives  #ToriesCorruptToTheCore #ToriesLiedAndPeopleDied,"Jan 29, 2024 · 4:07 PM UTC",0,0
https://twitter.com/foxesdale/status/1751998760631103742#m,That’s because membership #ConservativeParty is small & this minority of #Conservatives do not represent majority of #Conservative voters or the all important floating voters,"Jan 29, 2024 · 4:00 PM UTC",0,0
https://twitter.com/richardcornish7/status/1751982038658228231#m,"The United Kingdom helped draft this legislation, the only reason the #ConservativeParty wants to leave it is to exploit the commercial opportunities created by reversing legal rights, protection and regulation. What an absolute bunch of #Grifters","Jan 29, 2024 · 2:54 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1751978476263944325#m,#BBC @RobbieGibb  Has the government really 'captured' the BBC?  The News Agents  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/dX8pvggIRPI?si=EBrOPRvLNA2Yzl6u,"Jan 29, 2024 · 2:39 PM UTC",0,0
https://twitter.com/ACaptain_Noah/status/1751976134269407678#m,Conservative councillors defect to Reform UK amid policy disputes https://noah-news.com/gb/en/politics/2024/01/29/conservative-councillors-defect-to-reform-uk-amid-policy-disputes #ConservativeParty #ReformUK #UKpolitics,"Jan 29, 2024 · 2:30 PM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1751974628547768552#m,#Rwanda #Refugees #Immigration  Revealed: UK granted asylum to Rwandan refugees while arguing country was safe  REGANELITE @reganelite1 #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/JM0ke20aULg?si=GJ-0MiiE9I0404st,"Jan 29, 2024 · 2:24 PM UTC",1,0
https://twitter.com/Richard_4_2_0/status/1751945536133836812#m,#Brexit  Brexit Paper Wants Freedom of Movement Back?  A Different Bias  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/X9vjrmFvBsA?si=GXuahE_loW2E2Dhr,"Jan 29, 2024 · 12:29 PM UTC",0,0
https://twitter.com/NutShellAppNews/status/1751910427372421431#m,Unity Over Popularity: #KemiBadenoch Dismisses Leadership Speculations  https://www.theguardian.com/politics/2024/jan/28/kemi-badenoch-hits-out-at-tory-plotters-for-seeking-to-remove-rishi-sunak #Uknews #scotlandnews #englandnews #UKPolitics #ConservativeParty #LeadershipControversy #RishiSunak #PoliticalUnity #PublicSupport #PoliticalStability #LeadershipIntegrity,"Jan 29, 2024 · 10:09 AM UTC",0,0
https://twitter.com/Richard_4_2_0/status/1751897411457335488#m,#poverty #schools  Councils warn of end to free school meals during holidays due to funding cut  REGANELITE  #Conservative #Conservatives #ConservativeParty #RightWing #SNP #Labour #greenparty #LibDems #PlaidCymru https://youtu.be/DOengrIiwfY?si=v-vjeBGtl4IAQ9KD,"Jan 29, 2024 · 9:17 AM UTC",0,0
https://twitter.com/WhittallClive/status/1751882244682117171#m,"Presumably, the Russia Report is the property of the government, not the #ConservativeParty, so will a future #Labour government commit to releasing it? 🙄","Jan 29, 2024 · 8:17 AM UTC",3,1
